,KNN,SVM,DecisionTree,RandomForest,Adaboost,XGBoost
OneHotEncoding,10762.259464979172,-1,26.605905771255493,571.7505602836609,-1,-1
tf_idf,10713.667915821075,-1,27.362846851348877,584.7648913860321,-1,-1
own_word2vec,14705.149559259416,-1,47.431724309921265,1071.6985774040222,-1,-1
pretrained_fasttext,5805.115782260895,-1,76.10134887695312,1857.470981836319,-1,-1
own_fasttext,9812.614897966385,-1,75.72711443901062,1870.0869030952454,-1,-1
